# Testi nuovi o cambiati nella v7. Tipo|chiave|it|en|es|de|fr|pl|pt|ro|ru
# L = contenuto di un controllo, M = messaggio, H = descrizione a comparsa (it|en, oppure tutte e nove le lingue).
M|pd_ancel|Prestazioni massime, base Ultimate Performance.|Maximum performance, based on Ultimate Performance.|Rendimiento máximo, basado en Ultimate Performance.|Maximale Leistung, basiert auf Ultimate Performance.|Performances maximales, basé sur Ultimate Performance.|Maksymalna wydajność, oparty na Ultimate Performance.|Desempenho máximo, baseado no Ultimate Performance.|Performanță maximă, bazat pe Ultimate Performance.|Максимальная производительность, на основе Ultimate Performance.
M|pd_atlas|Ottimizzato per le prestazioni massime (v0.4.2).|Tuned for maximum performance (v0.4.2).|Optimizado para el máximo rendimiento (v0.4.2).|Auf maximale Leistung optimiert (v0.4.2).|Optimisé pour des performances maximales (v0.4.2).|Zoptymalizowany pod maksymalną wydajność (v0.4.2).|Otimizado para desempenho máximo (v0.4.2).|Optimizat pentru performanță maximă (v0.4.2).|Настроена на максимальную производительность (v0.4.2).
M|pd_calypto|Disattiva il risparmio energetico per abbassare la latenza.|Turns off power saving to lower latency.|Desactiva el ahorro de energía para reducir la latencia.|Schaltet das Energiesparen ab, um die Latenz zu senken.|Désactive l'économie d'énergie pour réduire la latence.|Wyłącza oszczędzanie energii, by obniżyć opóźnienia.|Desativa a economia de energia para reduzir a latência.|Dezactivează economisirea pentru a reduce latența.|Отключает энергосбережение для снижения задержки.
M|pd_core|Piano essenziale, poche modifiche mirate.|Minimal plan, a few targeted changes.|Plan básico, pocos cambios concretos.|Schlanker Plan, wenige gezielte Änderungen.|Mode minimal, quelques changements ciblés.|Prosty plan, kilka celowanych zmian.|Plano básico, poucas alterações pontuais.|Plan de bază, câteva modificări țintite.|Простая схема, несколько точечных изменений.
M|pd_exmfree|Più prestazioni e meno latenza; può alzare le temperature.|More performance, less latency; may raise temperatures.|Más rendimiento y menos latencia; puede subir las temperaturas.|Mehr Leistung, weniger Latenz; kann die Temperaturen erhöhen.|Plus de performances, moins de latence ; peut augmenter les températures.|Więcej wydajności, mniej opóźnień; może podnieść temperatury.|Mais desempenho e menos latência; pode aumentar as temperaturas.|Mai multă performanță, latență mai mică; poate crește temperaturile.|Больше производительности, меньше задержка; может повысить температуру.
M|pd_framesyncboost|Prestazioni massime e latenza minima, idle attivo.|Maximum performance and minimum latency, idle kept on.|Rendimiento máximo y latencia mínima, reposo activo.|Maximale Leistung und minimale Latenz, Leerlauf bleibt aktiv.|Performances maximales et latence minimale, repos actif.|Maksymalna wydajność i minimalne opóźnienia, bezczynność włączona.|Desempenho máximo e latência mínima, ociosidade ativa.|Performanță maximă și latență minimă, repaus activ.|Максимальная производительность и минимальная задержка, простой включён.
M|pd_hybred|Latenza più bassa e prestazioni più alte.|Lower latency and higher performance.|Menor latencia y mayor rendimiento.|Geringere Latenz und höhere Leistung.|Latence plus faible et performances plus élevées.|Niższe opóźnienia i wyższa wydajność.|Menor latência e maior desempenho.|Latență mai mică și performanță mai mare.|Ниже задержка, выше производительность.
M|pd_kaisen|Piano pensato per PC fisso.|Plan designed for desktop PCs.|Plan pensado para PC de sobremesa.|Plan für Desktop-PCs.|Mode conçu pour les PC fixes.|Plan przeznaczony dla komputerów stacjonarnych.|Plano pensado para PC de mesa.|Plan gândit pentru PC desktop.|Схема для настольных ПК.
M|pd_khorvie|Taglio prestazionale, molte voci modificate.|Performance-oriented, many settings changed.|Orientado al rendimiento, muchos ajustes cambiados.|Leistungsorientiert, viele Einstellungen geändert.|Orienté performances, nombreux réglages modifiés.|Nastawiony na wydajność, wiele zmienionych ustawień.|Voltado ao desempenho, muitas opções alteradas.|Orientat spre performanță, multe setări modificate.|Упор на производительность, изменено много параметров.
M|pd_kirby|Prestazioni massime, poche voci.|Maximum performance, few settings.|Rendimiento máximo, pocos ajustes.|Maximale Leistung, wenige Einstellungen.|Performances maximales, peu de réglages.|Maksymalna wydajność, niewiele ustawień.|Desempenho máximo, poucas opções.|Performanță maximă, puține setări.|Максимальная производительность, мало параметров.
M|pd_kizzimo|Il più aggressivo sulla latenza.|The most aggressive on latency.|El más agresivo con la latencia.|Am aggressivsten bei der Latenz.|Le plus agressif sur la latence.|Najbardziej agresywny pod względem opóźnień.|O mais agressivo na latência.|Cel mai agresiv pe latență.|Самая агрессивная по задержке.
M|pd_lawliet|Base bilanciata modificata, consumi più contenuti.|Modified balanced base, lower power use.|Base equilibrada modificada, menor consumo.|Angepasste ausbalancierte Basis, geringerer Verbrauch.|Base équilibrée modifiée, consommation réduite.|Zmodyfikowana baza zrównoważona, mniejsze zużycie.|Base equilibrada modificada, consumo menor.|Bază echilibrată modificată, consum redus.|Изменённая сбалансированная основа, меньше потребление.
M|pd_nexus|Per il gioco, buone prestazioni su desktop.|For gaming, good performance on desktops.|Para juegos, buen rendimiento en sobremesa.|Für Spiele, gute Leistung auf Desktops.|Pour le jeu, bonnes performances sur PC fixe.|Do gier, dobra wydajność na komputerach stacjonarnych.|Para jogos, bom desempenho em desktops.|Pentru jocuri, performanță bună pe desktop.|Для игр, хорошая производительность на ПК.
M|pd_powerx|Input lag minimo. Può causare BSOD su alcune CPU AMD.|Minimum input lag. May cause BSODs on some AMD CPUs.|Retraso de entrada mínimo. Puede causar BSOD en algunas CPU AMD.|Minimale Eingabeverzögerung. Kann auf manchen AMD-CPUs Bluescreens auslösen.|Latence d'entrée minimale. Peut provoquer des BSOD sur certains CPU AMD.|Minimalne opóźnienie wejścia. Może powodować BSOD na niektórych CPU AMD.|Atraso de entrada mínimo. Pode causar BSOD em algumas CPUs AMD.|Input lag minim. Poate cauza BSOD pe unele CPU AMD.|Минимальная задержка ввода. Может вызывать BSOD на некоторых ЦП AMD.
M|pd_sapphire|Piano di SapphireOS.|SapphireOS plan.|Plan de SapphireOS.|Plan von SapphireOS.|Mode de SapphireOS.|Plan SapphireOS.|Plano do SapphireOS.|Plan SapphireOS.|Схема SapphireOS.
M|pd_vtrl|Impostato da VTRL Optimizer, base Ultimate Performance.|Set by VTRL Optimizer, based on Ultimate Performance.|Configurado por VTRL Optimizer, basado en Ultimate Performance.|Von VTRL Optimizer eingestellt, basiert auf Ultimate Performance.|Réglé par VTRL Optimizer, basé sur Ultimate Performance.|Ustawiony przez VTRL Optimizer, oparty na Ultimate Performance.|Configurado pelo VTRL Optimizer, baseado no Ultimate Performance.|Setat de VTRL Optimizer, bazat pe Ultimate Performance.|Настроена VTRL Optimizer, на основе Ultimate Performance.
M|pd_xilly|Incremento leggero rispetto al predefinito.|A slight boost over the default.|Ligera mejora respecto al predeterminado.|Leichte Steigerung gegenüber dem Standard.|Légère amélioration par rapport au mode par défaut.|Niewielki wzrost względem domyślnego.|Leve melhoria em relação ao padrão.|Îmbunătățire ușoară față de implicit.|Небольшой прирост относительно стандартной.
M|pd_xos|Piano della raccolta xOS.|Plan from the xOS collection.|Plan de la colección xOS.|Plan aus der xOS-Sammlung.|Mode de la collection xOS.|Plan z kolekcji xOS.|Plano da coleção xOS.|Plan din colecția xOS.|Схема из набора xOS.
M|hkFirmware|Firmware|Firmware|Firmware|Firmware|Micrologiciel|Oprogramowanie układowe|Firmware|Firmware|Прошивка
M|pwRecBtn|Usa i valori consigliati|Use recommended values|Usar los valores recomendados|Empfohlene Werte verwenden|Utiliser les valeurs recommandées|Użyj zalecanych wartości|Usar os valores recomendados|Folosește valorile recomandate|Рекомендуемые значения
M|pwDefBtn|Torna ai valori di Windows|Back to Windows values|Volver a los valores de Windows|Zurück zu den Windows-Werten|Revenir aux valeurs de Windows|Wróć do wartości Windows|Voltar aos valores do Windows|Revino la valorile Windows|Вернуть значения Windows
M|pwAskRec|Imposto i valori consigliati sul piano in uso. Le modifiche valgono subito. Procedo?|I'll set the recommended values on the plan in use. The changes apply right away. Go ahead?|Pongo los valores recomendados en el plan en uso. Los cambios se aplican al instante. ¿Continúo?|Ich setze die empfohlenen Werte im aktiven Plan. Die Änderungen gelten sofort. Fortfahren?|Je règle les valeurs recommandées sur le mode utilisé. Les changements s'appliquent tout de suite. Je continue ?|Ustawię zalecane wartości w używanym planie. Zmiany działają od razu. Kontynuować?|Vou definir os valores recomendados no plano em uso. As mudanças valem na hora. Continuo?|Setez valorile recomandate pe planul folosit. Modificările se aplică imediat. Continui?|Установить рекомендуемые значения в текущей схеме? Изменения вступят в силу сразу.
M|pwAskDef|Riporto il piano in uso ai valori predefiniti di Windows. Le modifiche valgono subito. Procedo?|I'll put the plan in use back to the Windows default values. The changes apply right away. Go ahead?|Devuelvo el plan en uso a los valores predeterminados de Windows. Los cambios se aplican al instante. ¿Continúo?|Ich setze den aktiven Plan auf die Windows-Standardwerte zurück. Die Änderungen gelten sofort. Fortfahren?|Je remets le mode utilisé aux valeurs par défaut de Windows. Les changements s'appliquent tout de suite. Je continue ?|Przywrócę w używanym planie domyślne wartości Windows. Zmiany działają od razu. Kontynuować?|Vou voltar o plano em uso aos valores padrão do Windows. As mudanças valem na hora. Continuo?|Readuc planul folosit la valorile implicite Windows. Modificările se aplică imediat. Continui?|Вернуть в текущей схеме значения Windows по умолчанию? Изменения вступят в силу сразу.
M|svcMissing|Non presente su questo PC|Not on this PC|No presente en este PC|Auf diesem PC nicht vorhanden|Absent sur ce PC|Brak na tym komputerze|Não presente neste PC|Nu există pe acest PC|Нет на этом ПК
